Date,Price,Open,High,Low,Change %
"May 28, 2020",0.8117,0.8156,0.8174,0.81,-0.55%
"May 27, 2020",0.8162,0.8109,0.8194,0.8094,0.66%
"May 26, 2020",0.8109,0.8203,0.8211,0.8088,-1.16%
"May 25, 2020",0.8204,0.8211,0.8221,0.8194,-0.13%
"May 24, 2020",,,,,
"May 23, 2020",,,,,
"May 22, 2020",0.8214,0.818,0.8224,0.8169,0.42%
"May 21, 2020",0.8181,0.817,0.8206,0.8163,0.13%
"May 20, 2020",0.817,0.817,0.8182,0.8138,0.10%
"May 19, 2020",0.8162,0.8199,0.8208,0.8132,-0.48%
"May 18, 2020",0.8201,0.8274,0.8281,0.8178,-0.73%
"May 17, 2020",,,,,
"May 16, 2020",,,,,
"May 15, 2020",0.826,0.8182,0.8263,0.817,1.01%
"May 14, 2020",0.8178,0.8176,0.822,0.8168,0.02%
"May 13, 2020",0.8176,0.8156,0.819,0.8103,0.25%
"May 12, 2020",0.8156,0.8104,0.816,0.808,0.62%
"May 11, 2020",0.8106,0.8061,0.8141,0.804,0.59%
"May 10, 2020",,,,,
"May 09, 2020",,,,,
"May 08, 2020",0.8059,0.8088,0.8098,0.802,-0.37%
"May 07, 2020",0.8088,0.8099,0.8153,0.8053,-0.16%
"May 06, 2020",0.8102,0.8041,0.8107,0.8031,0.74%
"May 05, 2020",0.8042,0.8037,0.8051,0.801,0.07%
"May 04, 2020",0.8036,0.8001,0.8062,0.7997,0.49%
"May 03, 2020",,,,,
"May 02, 2020",,,,,
"May 01, 2020",0.7997,0.7937,0.8011,0.7935,0.71%
"Apr 30, 2020",0.794,0.802,0.8046,0.791,-0.99%
"Apr 29, 2020",0.802,0.8048,0.8072,0.8008,-0.35%
"Apr 28, 2020",0.8048,0.8044,0.8062,0.7988,0.04%
"Apr 27, 2020",0.8045,0.8084,0.8091,0.8029,-0.49%
"Apr 26, 2020",,,,,
"Apr 25, 2020",,,,,
"Apr 24, 2020",0.8084,0.8101,0.8132,0.8079,-0.11%
"Apr 23, 2020",0.8094,0.8108,0.8125,0.8054,-0.17%
"Apr 22, 2020",0.8108,0.8134,0.8148,0.8073,-0.33%
"Apr 21, 2020",0.8134,0.8041,0.8166,0.8031,1.16%
"Apr 20, 2020",0.8041,0.8008,0.8054,0.7997,0.51%
"Apr 19, 2020",,,,,
"Apr 18, 2020",,,,,
"Apr 17, 2020",0.8,0.8028,0.806,0.7985,-0.35%
"Apr 16, 2020",0.8027,0.7991,0.806,0.798,0.48%
"Apr 15, 2020",0.799,0.7926,0.8041,0.7917,0.86%
"Apr 14, 2020",0.7921,0.7991,0.7997,0.7907,-0.90%
"Apr 13, 2020",0.7993,0.8023,0.8031,0.7976,-0.45%
"Apr 12, 2020",,,,,
"Apr 11, 2020",,,,,
"Apr 10, 2020",0.803,0.8027,0.8036,0.8008,0.02%
"Apr 09, 2020",0.8027,0.8074,0.809,0.801,-0.56%
"Apr 08, 2020",0.8073,0.8105,0.8138,0.8051,-0.45%
"Apr 07, 2020",0.8109,0.8176,0.8221,0.8074,-0.81%
"Apr 06, 2020",0.8176,0.8154,0.8191,0.8112,0.25%
"Apr 05, 2020",,,,,
"Apr 04, 2020",,,,,
"Apr 03, 2020",0.8156,0.8067,0.8192,0.8056,1.08%
"Apr 02, 2020",0.8069,0.808,0.8098,0.8015,-0.13%
"Apr 01, 2020",0.8079,0.8045,0.811,0.8037,0.34%
"Mar 31, 2020",0.8052,0.8055,0.8163,0.8016,-0.01%
"Mar 30, 2020",0.8053,0.8042,0.812,0.802,0.32%
"Mar 29, 2020",,,,,
"Mar 28, 2020",,,,,
"Mar 27, 2020",0.8027,0.8195,0.8243,0.8009,-2.04%
"Mar 26, 2020",0.8194,0.8413,0.8493,0.8176,-2.64%
"Mar 25, 2020",0.8417,0.8504,0.8591,0.835,-1.03%
"Mar 24, 2020",0.8504,0.8659,0.869,0.8474,-1.78%
"Mar 23, 2020",0.8658,0.8576,0.8736,0.8518,0.81%
"Mar 22, 2020",,,,,
"Mar 21, 2020",,,,,
"Mar 20, 2020",0.8589,0.8706,0.8765,0.8379,-1.34%
"Mar 19, 2020",0.8705,0.8609,0.8716,0.8479,1.05%
"Mar 18, 2020",0.8615,0.8253,0.8723,0.8244,3.83%
"Mar 17, 2020",0.8297,0.8148,0.8333,0.8146,1.78%
"Mar 16, 2020",0.8152,0.8139,0.8196,0.8044,0.10%
"Mar 15, 2020",,,,,
"Mar 14, 2020",,,,,
"Mar 13, 2020",0.8144,0.7953,0.8151,0.792,2.39%
"Mar 12, 2020",0.7954,0.7802,0.8006,0.7782,1.99%
"Mar 11, 2020",0.7799,0.775,0.7811,0.7706,0.67%
"Mar 10, 2020",0.7747,0.7616,0.7763,0.7614,1.75%
"Mar 09, 2020",0.7614,0.7664,0.7674,0.7575,-0.64%
"Mar 08, 2020",,,,,
"Mar 07, 2020",,,,,
"Mar 06, 2020",0.7663,0.772,0.7726,0.7659,-0.64%
"Mar 05, 2020",0.7712,0.777,0.7776,0.7712,-0.73%
"Mar 04, 2020",0.7769,0.7805,0.7831,0.7768,-0.46%
"Mar 03, 2020",0.7805,0.7842,0.785,0.7786,-0.47%
"Mar 02, 2020",0.7842,0.7813,0.7851,0.7782,0.54%
"Mar 01, 2020",,,,,
"Feb 29, 2020",,,,,
"Feb 28, 2020",0.78,0.7761,0.7857,0.774,0.50%
"Feb 27, 2020",0.7761,0.7745,0.7776,0.7724,0.15%
"Feb 26, 2020",0.7749,0.7689,0.7755,0.7684,0.78%
"Feb 25, 2020",0.7689,0.773,0.7744,0.7681,-0.57%
"Feb 24, 2020",0.7733,0.7715,0.7761,0.771,0.30%
"Feb 23, 2020",,,,,
"Feb 22, 2020",,,,,
"Feb 21, 2020",0.771,0.7762,0.7765,0.7703,-0.68%
"Feb 20, 2020",0.7763,0.774,0.7783,0.7734,0.30%
"Feb 19, 2020",0.774,0.7693,0.7749,0.7679,0.62%
"Feb 18, 2020",0.7692,0.7688,0.771,0.7662,0.05%
"Feb 17, 2020",0.7688,0.7671,0.7693,0.7661,0.31%
"Feb 16, 2020",,,,,
"Feb 15, 2020",,,,,
"Feb 14, 2020",0.7664,0.7663,0.7692,0.7654,-0.01%
"Feb 13, 2020",0.7665,0.7715,0.7726,0.7651,-0.65%
"Feb 12, 2020",0.7715,0.7721,0.7722,0.7696,-0.06%
"Feb 11, 2020",0.772,0.7743,0.7755,0.7711,-0.30%
"Feb 10, 2020",0.7743,0.7754,0.7769,0.7724,-0.17%
"Feb 09, 2020",,,,,
"Feb 08, 2020",,,,,
"Feb 07, 2020",0.7756,0.7733,0.7763,0.7715,0.28%
"Feb 06, 2020",0.7734,0.7693,0.774,0.7689,0.56%
"Feb 05, 2020",0.7691,0.7674,0.7718,0.765,0.22%
"Feb 04, 2020",0.7674,0.7694,0.7728,0.7664,-0.27%
"Feb 03, 2020",0.7695,0.7566,0.7703,0.7566,1.58%
"Feb 02, 2020",,,,,
"Feb 01, 2020",,,,,
"Jan 31, 2020",0.7575,0.7633,0.7643,0.757,-0.80%
"Jan 30, 2020",0.7636,0.768,0.7706,0.7627,-0.57%
"Jan 29, 2020",0.768,0.7675,0.7699,0.7673,0.07%
"Jan 28, 2020",0.7675,0.7659,0.7708,0.7652,0.20%
"Jan 27, 2020",0.766,0.7648,0.7669,0.7631,0.17%
"Jan 26, 2020",,,,,
"Jan 25, 2020",,,,,
"Jan 24, 2020",0.7647,0.7621,0.7659,0.759,0.35%
"Jan 23, 2020",0.762,0.7608,0.7636,0.7603,0.14%
"Jan 22, 2020",0.7609,0.7661,0.7672,0.7603,-0.69%
"Jan 21, 2020",0.7662,0.7683,0.7695,0.7641,-0.31%
"Jan 20, 2020",0.7686,0.7692,0.7715,0.7684,-0.01%
"Jan 19, 2020",,,,,
"Jan 18, 2020",,,,,
"Jan 17, 2020",0.7687,0.7647,0.769,0.7622,0.54%
"Jan 16, 2020",0.7646,0.767,0.7679,0.7644,-0.31%
"Jan 15, 2020",0.767,0.768,0.77,0.7667,-0.14%
"Jan 14, 2020",0.7681,0.7699,0.7721,0.7672,-0.25%
"Jan 13, 2020",0.77,0.766,0.7716,0.7654,0.56%
"Jan 12, 2020",,,,,
"Jan 11, 2020",,,,,
"Jan 10, 2020",0.7657,0.7653,0.7669,0.7635,0.05%
"Jan 09, 2020",0.7653,0.7634,0.7685,0.7619,0.26%
"Jan 08, 2020",0.7633,0.7621,0.7645,0.7592,0.18%
"Jan 07, 2020",0.7619,0.7594,0.7637,0.7568,0.33%
"Jan 06, 2020",0.7594,0.7648,0.7655,0.759,-0.62%
"Jan 05, 2020",,,,,
"Jan 04, 2020",,,,,
"Jan 03, 2020",0.7641,0.7612,0.7661,0.7597,0.45%
"Jan 02, 2020",0.7607,0.7545,0.7625,0.7537,0.84%
"Jan 01, 2020",0.7544,0.754,0.7553,0.7532,0.11%
"Dec 31, 2019",0.7536,0.7624,0.763,0.7527,-1.17%
